max,min,max-min,max+min,gender
142.52051585809951,-13.345432473572043,155.86594833167155,129.17508338452748,male
134.84358850516864,50.255603856413714,84.58798464875493,185.09919236158237,male
120.78703645608763,45.23473091419419,75.55230554189345,166.02176737028182,female
132.86091421165548,-313.07119549054016,445.93210970219565,-180.21028127888468,female
303.3192536855274,-313.07119549054016,616.3904491760676,-9.751941805012734,male
97.90112144736585,-26.74638516139847,124.64750660876433,71.15473628596737,female
78.3209574505455,45.04392151092593,33.27703593961958,123.36487896147143,male
98.66416248100055,-33.69738412827513,132.36154660927568,64.96677835272541,male
111.23409371068132,-313.07119549054016,424.3052892012215,-201.83710177985884,male
146.3631411435195,52.4301502394473,93.9329909040722,198.7932913829668,male
43.83407095087416,22.886179276248093,20.947891674626064,66.72025022712225,female
143.00516928682444,-0.13117390180152091,143.13634318862597,142.8739953850229,female
122.5332118088417,44.52224114626219,78.01097066257951,167.05545295510387,male
123.79607841512409,19.654343055166375,104.1417353599577,143.45042147029045,male
116.6062649754981,-29.167140321513813,145.77340529701192,87.4391246539843,male
131.63870934702584,66.70415542914114,64.9345539178847,198.34286477616698,male
91.01070363624335,39.656354748469184,51.354348887774165,130.66705838471253,female
100.32536235774849,-9.912903059780927,110.23826541752942,90.41245929796756,female
137.677422970463,61.011529000903195,76.6658939695598,198.68895197136618,male
123.33846164811624,64.85618707661594,58.4822745715003,188.1946487247322,male
80.43221603910281,52.2753109380384,28.15690510106441,132.7075269771412,female
132.1879536818157,34.98643220600369,97.20152147581203,167.1743858878194,female
104.39461691012573,-313.07119549054016,417.46581240066587,-208.67657858041443,female
115.61312815736929,48.4234023427739,67.18972581459539,164.0365305001432,male
118.44979914461342,-24.182027423840346,142.63182656845376,94.26777172077308,female
128.28675312437548,78.80536431660283,49.481388807772646,207.0921174409783,female
104.72880283406957,-313.07119549054016,417.79999832460976,-208.3423926564706,male
99.26400291245896,-4.309522918322568,103.57352583078153,94.95447999413639,male
139.48061159849755,83.78075020272932,55.699861395768224,223.26136180122688,female
79.1422957215715,8.300874446015627,70.84142127555587,87.44317016758713,female
120.69270322116454,83.19345588148657,37.499247339677964,203.8861591026511,female
46.11369599574953,-26.599775448558283,72.71347144430781,19.513920547191248,male
118.44098634292322,27.018397489909574,91.42258885301365,145.4593838328328,female
99.51532121095072,39.71213158607383,59.803189624876886,139.22745279702454,female
131.24456426221172,-313.07119549054016,444.3157597527519,-181.82663122832844,male
121.64267453955304,77.92984161866715,43.71283292088589,199.5725161582202,female
299.8970151838,-313.07119549054016,612.9682106743402,-13.17418030674014,male
98.36168944535589,-22.987123743126393,121.34881318848228,75.3745657022295,female
99.54132600679105,-11.198060326295305,110.73938633308636,88.34326568049575,female
92.81071463909514,-313.07119549054016,405.8819101296353,-220.26048085144504,female
110.35584833155164,46.67700715530637,63.67884117624527,157.032855486858,female
149.38769214789443,55.401620894966584,93.98607125292784,204.789313042861,female
137.16907812421098,-21.18495531102336,158.35403343523433,115.98412281318762,male
98.85358966980695,47.14303364680418,51.71055602300277,145.99662331661114,female
