max,min,max-min,max+min,gender
121.85298109992432,-27.243718378639215,149.09669947856355,94.6092627212851,female
112.47216822531368,20.286128552680616,92.18603967263306,132.7582967779943,male
144.77604698698943,-36.819288963590616,181.59533595058005,107.9567580233988,female
123.27664668020736,56.73845555965263,66.53819112055473,180.01510223986,male
82.57467498865311,11.075651225299925,71.4990237633532,93.65032621395304,male
145.49516310771838,-29.776942504889103,175.27210561260748,115.71822060282928,female
134.94661675578996,70.27829096738614,64.66832578840382,205.2249077231761,male
60.04159555006883,22.248539335302883,37.79305621476594,82.29013488537171,male
109.05678767691094,66.6155283381114,42.44125933879954,175.67231601502235,male
128.82643354948593,79.1563176594486,49.67011589003732,207.98275120893453,female
115.25499183290965,66.68238630935123,48.57260552355842,181.93737814226088,female
90.102712849401,16.28544974713658,73.81726310226442,106.38816259653758,female
75.67595363695708,-33.03594099093864,108.71189462789572,42.640012646018434,female
135.37634343983228,34.79158122345102,100.58476221638126,170.16792466328332,male
126.24083410241899,29.479400144440216,96.76143395797877,155.7202342468592,male
108.87962125334784,-23.40661092623379,132.28623217958162,85.47301032711405,male
82.31326205864355,45.689209953872776,36.62405210477077,128.0024720125163,female
138.98401667610983,63.52678337124621,75.45723330486362,202.51080004735604,female
94.8665306458968,-313.07119549054016,407.93772613643694,-218.20466484464336,male
130.63702046651517,-313.07119549054016,443.70821595705536,-182.434175024025,female
136.52099871666584,86.95351483895256,49.567483877713286,223.4745135556184,female
87.18426436152319,-21.317145030918372,108.50140939244156,65.86711933060482,male
124.66879320503847,21.933137416342557,102.73565578869591,146.60193062138103,female
109.53120576182373,54.366634415509566,55.16457134631416,163.8978401773333,female
127.32649379387324,47.85581833613791,79.47067545773533,175.18231213001116,male
104.64248877431069,34.65153411884654,69.99095465546415,139.29402289315723,female
132.1981706556203,-18.74690449844805,150.94507515406835,113.45126615717224,male
126.73997118869052,74.21549060577408,52.52448058291644,200.9554617944646,female
73.4516942882895,14.444686210027507,59.007008078262,87.89638049831701,male
122.39735000669302,53.022183090653336,69.37516691603969,175.41953309734635,male
118.77846377395421,-12.962212841053574,131.7406766150078,105.81625093290064,male
105.56259263873308,53.88714383241059,51.67544880632249,159.44973647114367,male
121.38387078574206,76.44235535996823,44.94151542577383,197.82622614571028,female
131.80283808703763,53.50990530087165,78.29293278616598,185.31274338790928,male
113.56560540331775,28.82508008897842,84.74052531433932,142.39068549229617,female
93.6139780619343,44.21185484287546,49.40212321905884,137.82583290480977,male
136.54991393340853,57.31868846305637,79.23122547035217,193.8686023964649,female
105.34917484705693,-33.03594099093864,138.38511583799556,72.31323385611829,male
97.62133867662126,54.72184247612138,42.89949620049988,152.34318115274266,male
97.32326839798786,-313.07119549054016,410.39446388852804,-215.7479270925523,male
133.85647980754766,56.958247452453726,76.89823235509394,190.81472726000138,male
99.43145919585575,51.671356874213494,47.76010232164226,151.10281607006925,female
121.22028121234803,-313.07119549054016,434.2914767028882,-191.85091427819214,female
128.39365851956273,-36.819288963590616,165.21294748315336,91.57436955597211,male
91.56477876329467,-313.07119549054016,404.63597425383483,-221.5064167272455,male
95.24132324669063,42.534082000255125,52.7072412464355,137.77540524694575,male
93.97151196712716,33.711161344137075,60.26035062299008,127.68267331126424,female
123.54200667395614,55.770318439912785,67.77168823404335,179.31232511386892,female
135.8679663061567,-27.770097047073524,163.63806335323022,108.09786925908317,male
